compressed_bytes,compression_MiB_s,decompression_MiB_s,files,mean_feature_scan_ms,mean_inference_ms,mean_microbenchmark_ms,mean_selection_ms,median_compression_MiB_s,median_latency_ms,method,original_bytes,p95_latency_ms,peak_RSS_MB_max,ratio,sha_pass,stage,weighted_bpb
361712014,2.8161609470774387,20.17497601539691,140,530.7243742834544,12.095912857122519,99.86714571652035,642.6874328570973,0.03065159281076426,177.8638500109082,hybrid_v1,368446658,4364.081700012321,213.1640625,1.0186188009779515,True,hybrid_v1,7.853772178875348
365898448,5.62902515806179,30.124012845697088,140,56.51568285393296,1.9417842854246763,3.832895713484114,296.8416100010342,0.01342207890346359,364.4657999975607,hybrid_v2,368446658,1154.7580999904312,232.44921875,1.0069642547376971,True,hybrid_v2,7.944671285361475
362191687,7.610097242572609,34.94382513505722,140,137.38992928535612,2.755764285393525,9.554914998339623,178.79654714363693,0.17040124016501396,28.49445001629647,hybrid_v3_confidence,368446658,1334.5063999877311,232.44921875,1.01726978068384,True,hybrid_v3_confidence,7.864187211599026
366552893,25.82037038546743,37.36480715892342,140,6.666451428152088,3.3680628579791767,5.941619283112232,46.387154286120285,0.19012485789982747,25.722849983139895,hybrid_v3_top2,368446658,320.13609999557957,232.44921875,1.0051664167332053,True,hybrid_v3_top2,7.958881103489341
362188760,18.027348816844217,32.20272029137036,140,6.940692856525337,3.7768035719636828,11.030125001187637,52.389984999483985,0.1764653870554625,27.41855000203941,hybrid_v3_top3,368446658,300.9040999750141,232.44921875,1.0172780016696266,True,hybrid_v3_top3,7.864123658301713
359459933,0.2513339202023637,194.82743345897097,140,0.0,0.0,0.0,0.0,0.2254648463454343,17.2088499966776,brotli-11,368446658,57092.92459997232,213.1640625,1.0250006305987933,True,brotli-11,7.804873247079364
