SHA_PASS,actual_bpb,candidate_generation_ms,category,chunks,compressed_bytes,compression_MiB_s,compression_ms,decompression_MiB_s,decompression_ms,feature_scan_ms,inference_ms,metadata_bytes,metadata_percent,method,microbenchmark_ms,oracle_bytes,oracle_gap_percent,oracle_strategy,original_bytes,peak_RSS_MB,plan_mode,ratio,routing_mode,selected_strategy,selection_ms,selector_confidence,size_bucket,source,source_id,status
True,0.8021297103777482,622.6590000005672,json,1,8738,0.11331790718621512,733.4304999967571,0.42757862656573664,194.37549999565817,11.962900010985322,4.423899998073466,71,0.8125429159990845,hybrid_v2,7.766099995933473,8738,0.0,deflate|6|identity,87148,238.59375,whole_file,9.973449301899748,confidence,"[""deflate|6|identity""]",654.0875999926357,0.40687571717773513,64KiB_1MiB,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\obj\project.assets.json,d27dc1d6d4717d80c545,PASS
True,43.42857142857143,0.0,logs,1,76,0.0007161522067593515,18.643299990799278,0.00017005019986602324,78.51470001332927,0.03189999551977962,0.0,62,81.57894736842105,hybrid_v2,0.0,76,0.0,raw|default|identity,14,238.59375,whole_file,0.18421052631578946,confidence,"[""raw|default|identity""]",1.0577999928500503,1.0,lt_16KiB,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\.test-tmp\final-all\test_package_filter_and_metada0\project\run.log,83006c8d53bccd432146,PASS
True,2.004969826056088,1249.8986999999033,logs,1,706,0.0020208995113273178,1329.3588000087766,0.014158165353697292,189.74919999891426,12.274499997147359,5.96709999081213,67,9.490084985835693,hybrid_v2,6.153199996333569,656,7.621951219512195,brotli|6|dictionary,2817,238.59375,whole_file,3.990084985835694,confidence,"[""deflate|9|identity""]",1279.645000002347,0.3167826701746227,lt_16KiB,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\phase_g_run.log,cd260a4c13627b0f1896,PASS
True,15.515151515151516,0.0,markdown,1,128,0.002555293675655301,24.63220000208821,0.0006069163424337075,103.70870000042487,0.056199991377070546,0.0,62,48.4375,hybrid_v2,0.0,128,0.0,raw|default|identity,66,238.59375,whole_file,0.515625,confidence,"[""raw|default|identity""]",1.7365999956382439,1.0,lt_16KiB,C:\Users\ss\Desktop\XAI\XAI\tools\qt_inspector\README.md,aedca929aa742fd71e9b,PASS
True,5.642857142857143,903.464700008044,markdown,1,316,0.00039201122336698176,1089.8823000025004,0.0024417662359658442,174.97420001018327,6.4750999881653115,4.421899997396395,67,21.20253164556962,hybrid_v2,72.59839998732787,274,15.328467153284672,brotli|11|identity,448,238.59375,whole_file,1.4177215189873418,confidence,"[""brotli|6|identity""]",991.6449000011198,0.2716419188410713,lt_16KiB,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\reports\experiment_report.md,81a445cc02e5ab1cabd2,PASS
True,4.097744360902255,369.13799999456387,model,1,545,0.002534864928422641,400.30119998846203,0.007951838597761949,127.60689998685848,7.053599998471327,1.381900001433678,67,12.293577981651376,hybrid_v2,1.217900004121475,510,6.862745098039215,brotli|6|identity,1064,238.59375,whole_file,1.9522935779816515,confidence,"[""deflate|9|identity""]",381.1400999984471,0.7531109514564769,lt_16KiB,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\data\test\archive\results\checkpoint-140\scheduler.pt,b09d33b1dd2c5da1b94b,PASS
True,7.026062120671189,388.48670000152197,model,1,24600,0.05871948935271195,454.9157000001287,0.3137657717623417,85.13490000041202,12.056099993060343,3.293299989309162,72,0.2926829268292683,hybrid_v2,11.923400001251139,24600,0.0,deflate|6|identity,28010,238.59375,whole_file,1.1386178861788618,confidence,"[""zstd|6|identity""]",418.89470000751317,0.7220452420751292,16_64KiB,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\.test-tmp\final-all\test_neural_rans_roundtrip0\tiny.pt,1dd8a06c1d6eba581589,PASS
True,12.63551401869159,0.0,source_code,1,169,0.003196740449762341,31.92099998705089,0.0005807974611501106,175.69489999732468,0.04849999095313251,0.0,62,36.68639053254438,hybrid_v2,0.0,130,30.0,brotli|6|identity,107,238.59375,whole_file,0.6331360946745562,confidence,"[""raw|default|identity""]",1.9855999998981133,1.0,lt_16KiB,C:\Users\ss\Desktop\XAI\XAI\apps\web_angular\SETUP_WINDOWS.bat,a208d145692f560be957,PASS
True,12.389380530973451,0.0,source_code,1,175,0.003959262917770458,27.21850000671111,0.0008148473955580156,132.25199999578763,0.042800005758181214,0.0,62,35.42857142857143,hybrid_v2,0.0,144,21.52777777777778,brotli|4|identity,113,238.59375,whole_file,0.6457142857142857,confidence,"[""raw|default|identity""]",1.8693000019993633,1.0,lt_16KiB,C:\Users\ss\Desktop\XAI\XAI\apps\public_nextjs\.next\server\next-font-manifest.js,79bb325c3295747efea3,PASS
True,2.305798956384759,344.97220000775997,source_code,1,5855,0.04865235611282105,398.19120000174735,0.2993656645985563,64.71330000204034,7.773499994073063,1.975699997274205,71,1.2126387702818104,hybrid_v2,10.014600004069507,5855,0.0,zstd|9|identity,20314,238.59375,whole_file,3.4695132365499575,confidence,"[""zstd|9|identity""]",368.8585000054445,0.28431046925834375,16_64KiB,C:\Users\ss\Desktop\XAI\XAI\apps\public_nextjs\.next\server\webpack-runtime.js,0ff9b372da6fcecbdc8a,PASS
True,12.50909090909091,0.0,text,1,172,0.003049336084597876,34.40230000705924,0.0008528760030080641,123.00049999612384,0.04430000262800604,0.0,62,36.04651162790697,hybrid_v2,0.0,160,7.5,brotli|6|dictionary,110,238.59375,whole_file,0.6395348837209303,confidence,"[""raw|default|identity""]",5.70200000947807,1.0,lt_16KiB,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\requirements.txt,0ebdf4283c5b6a0215ac,PASS
True,3.599128540305011,409.7889999829931,text,1,826,0.0037691391308611885,464.54799998900853,0.022124358199471512,79.14110001001973,7.11689998570364,3.6949000059394166,67,8.111380145278451,hybrid_v2,4.0431000088574365,671,23.09985096870343,brotli|11|identity,1836,238.59375,whole_file,2.222760290556901,confidence,"[""deflate|6|identity""]",428.684800004703,0.4513225032681794,lt_16KiB,C:\Users\ss\Desktop\XAI\XAI\apps\desktop_flutter\windows\runner\CMakeLists.txt,4bb6ea144fbc0976bcbe,PASS
True,8.000391420284812,1335.487300006207,video,1,1471636,0.7853626936173005,1786.9359000033,3.3964796659476577,413.1903999950737,12.856100001954474,3.9077999972505495,72,0.004892514181495968,hybrid_v2,89.12770000461023,1469747,0.12852552173945583,zstd|9|identity,1471564,249.43359375,whole_file,0.999951074858185,confidence,"[""raw|default|identity""]",1489.673899995978,0.516129066241399,1_10MiB,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\02_09__walk_down_hall_angry__6KUOFMZW.mp4,48e21ec2f07a239cb0db,PASS
True,8.000367895027285,1667.972600000212,video,1,1565736,0.6665686076686695,2240.02979999932,2.5466127365064333,586.321399998269,53.87499999778811,11.075600006734021,72,0.004598476371495578,hybrid_v2,52.89819999597967,1565782,-0.002937829148629886,zstd|1|identity,1565664,251.3125,whole_file,0.999954015236285,confidence,"[""raw|default|identity""]",1946.451399999205,0.5161290639197987,1_10MiB,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\02_18__walk_down_hall_angry__B95S4G6F.mp4,75ac8e38c89544f86012,PASS
