implementation,rows,median_latency_s,mean_latency_s,p95_latency_s,throughput_rows_s,peak_RSS_MB,parity
Python,256,0.04263600002741441,0.04185802001738921,0.05157579999649897,6004.315597978122,N/A,True
Rust,256,0.030689400038681924,0.028215119999367745,0.03173639997839928,8341.642380669848,N/A,True
Python,1024,0.9486731999786571,0.9478510199813173,1.0439587999717332,1079.4022641548613,N/A,True
Rust,1024,0.3032765999669209,0.2881137599935755,0.3564133000327274,3376.455684717153,N/A,True
Python,4096,0.8484118999913335,0.9381242600036785,1.2782958999741822,4827.8436453352915,N/A,True
Rust,4096,1.4628106000018306,1.6264994999975897,2.701242999988608,2800.0890887684805,N/A,True
Python,16384,4.465795400028583,9.115938260010443,16.796843699994497,3668.775331690103,N/A,True
Rust,16384,12.179467000009026,10.361589380004443,12.893838999967556,1345.2148603865717,N/A,True
