best_fixed_bpb,best_fixed_bytes,best_fixed_codec,files,hybrid_v2_bpb,hybrid_v2_bytes,original_bytes,size_bucket
3.2000565530892127,11317,brotli-11,18,3.724869220981196,13173,28292,lt_16KiB
4.297242974705147,56657,brotli-11,4,4.617164094201525,60875,105476,16_64KiB
0.671134162574012,7311,brotli-11,1,0.8021297103777482,8738,87148,64KiB_1MiB
7.986661521624323,3032164,brotli-11,2,8.000379293223952,3037372,3037228,1_10MiB
7.76128339382805,10552953,brotli-11,1,8.000080165228626,10877643,10877534,gt_10MiB
