SHA_PASS,actual_bpb,candidate_generation_ms,category,chunks,compressed_bytes,compression_MiB_s,compression_ms,decompression_MiB_s,decompression_ms,feature_scan_ms,inference_ms,metadata_bytes,metadata_percent,method,microbenchmark_ms,oracle_bytes,oracle_gap_percent,oracle_strategy,original_bytes,peak_RSS_MB,plan_mode,ratio,routing_mode,selected_strategy,selection_ms,selector_confidence,size_bucket,source,source_id,status
True,74.75555555555556,,csv,,841,0.015466660994215044,5.549399997107685,0.0038127146550839463,22.51169999362901,0.014699995517730713,0.0,750,89.179548156956,C_ai_only,0.0,,,,90,215.76953125,,0.1070154577883472,,"{""brotli|1|identity"": 1}",,,lt_16KiB,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\results\final_analysis\final_comparison.csv,921d357da1bee764ce1d,PASS
True,74.75555555555556,,csv,,841,0.047232383818468976,1.8172000127378851,0.006111468677693093,14.04420001199469,0.007599999662488699,0.0,750,89.179548156956,D_ai_top2,0.0,,,,90,215.76953125,,0.1070154577883472,,"{""brotli|1|identity"": 1}",,,lt_16KiB,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\results\final_analysis\final_comparison.csv,921d357da1bee764ce1d,PASS
True,75.82222222222222,,csv,,853,0.050530253076874206,1.6986000118777156,0.004556010854704513,18.838999996660277,0.006100017344579101,0.0,762,89.33177022274326,E_confidence_adaptive,0.0,,,,90,215.76953125,,0.10550996483001172,,"{""brotli|1|identity"": 1}",,,lt_16KiB,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\results\final_analysis\final_comparison.csv,921d357da1bee764ce1d,PASS
True,13.777777777777779,0.0,csv,1,155,0.01727914323123201,4.967300017597154,0.005171582649260949,16.596599976764992,0.008200004231184721,0.0,64,41.29032258064516,F_compact_xaic,0.0,,,,90,215.76953125,requested_chunking,0.5806451612903226,confidence,"[""brotli|1|identity""]",0.6234000029508024,1.0,lt_16KiB,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\results\final_analysis\final_comparison.csv,921d357da1bee764ce1d,PASS
True,13.6,0.0,csv,1,153,0.022885132198242304,3.7505000072997063,0.01490297233272424,5.759299994679168,0.005400012014433742,0.0,62,40.52287581699346,G_compact_adaptive,0.0,,,,90,215.76953125,whole_file,0.5882352941176471,confidence,"[""brotli|1|identity""]",0.15999999595806003,1.0,lt_16KiB,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\results\final_analysis\final_comparison.csv,921d357da1bee764ce1d,PASS
True,13.511111111111111,0.0,csv,1,152,0.001816691680889524,47.24559999885969,0.000319087781611836,268.98770000843797,0.06149998807813972,0.0,62,40.78947368421053,H_full_v2,0.0,132,15.151515151515152,brotli|4|identity,90,327.125,whole_file,0.5921052631578947,confidence,"[""raw|default|identity""]",3.2946999999694526,1.0,lt_16KiB,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\results\final_analysis\final_comparison.csv,921d357da1bee764ce1d,PASS
True,4.262197262197263,,executable,,12143,0.005856658280205906,3711.356200001319,3.886451328607708,5.592800007434562,,,,,A_fixed_best,,,,,22792,327.125,,1.8769661533393724,,brotli-11,,,16_64KiB,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\bin\Debug\net8.0\Microsoft.Extensions.ObjectPool.dll,63b80d177dabc1b0609f,PASS
True,4.752193752193752,176.75740001141094,executable,,13539,0.024081409399604604,902.6109999977052,0.04742825208819116,458.2953000062844,75.77320000564214,91.27789999183733,766,5.657729522121279,B_hybrid_v1,327.06189999589697,,,,22792,327.125,,1.6834330452766084,,"{""brotli"": 1}",494.11299999337643,N/A,16_64KiB,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\bin\Debug\net8.0\Microsoft.Extensions.ObjectPool.dll,63b80d177dabc1b0609f,PASS
True,4.875394875394876,,executable,,13890,0.14554317199733025,149.34499998344108,1.5714617751156674,13.831800024490803,93.62349996808916,3.1484000210184604,736,5.298776097912167,C_ai_only,0.0,,,,22792,217.29296875,,1.6408927285817134,,"{""zstd|9|identity"": 1}",,,16_64KiB,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\bin\Debug\net8.0\Microsoft.Extensions.ObjectPool.dll,63b80d177dabc1b0609f,PASS
True,4.881361881361881,,executable,,13907,0.21389864498459113,101.6189000220038,0.7530538049160564,28.863999992609024,32.112799963215366,0.31670002499595284,753,5.414539440569498,D_ai_top2,1.8288000137545168,,,,22792,219.73046875,,1.6388868914934924,,"{""zstd|9|identity"": 1}",,,16_64KiB,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\bin\Debug\net8.0\Microsoft.Extensions.ObjectPool.dll,63b80d177dabc1b0609f,PASS
